Author Id,F1 score
0,0.6785714285714285
1,0.6206896551724138
2,0.5454545454545454
3,0.3846153846153846
4,0.6909090909090909
5,0.7346938775510204
6,0.5
7,0.6415094339622641
8,0.64
9,0.7999999999999999
10,0.7254901960784313
11,0.5714285714285715
12,0.6823529411764706
13,0.6
14,0.5499999999999999
15,0.6486486486486487
16,0.7999999999999999
17,0.6976744186046512
18,0.34782608695652173
19,0.6461538461538462
20,0.5
21,0.6829268292682926
22,0.5294117647058824
23,0.6451612903225806
24,0.6382978723404255
25,0.6923076923076924
26,0.6923076923076924
27,0.7727272727272727
28,0.3529411764705882
29,0.6857142857142857
30,0.75
31,0.6666666666666667
32,0.7142857142857143
33,0.8
34,0.48484848484848486
35,0.7499999999999999
36,0.6097560975609757
37,0.6538461538461539
38,0.6530612244897959
39,0.7761194029850746
40,0.8571428571428571
41,0.6363636363636364
42,0.5714285714285714
43,0.7368421052631579
44,0.6470588235294118
45,0.7272727272727273
46,0.6111111111111112
47,0.9268292682926829
48,0.5116279069767441
49,0.6250000000000001
50,0.7586206896551724
51,0.4761904761904762
52,0.5333333333333333
53,0.6530612244897959
54,0.6666666666666666
55,0.7407407407407406
56,0.7586206896551725
57,0.823529411764706
58,0.5581395348837209
59,0.6666666666666666
60,0.6363636363636365
61,0.7333333333333334
62,0.3555555555555555
63,0.8148148148148148
64,0.6511627906976744
65,0.5384615384615385
66,0.6349206349206349
67,0.7
68,0.7555555555555556
69,0.5925925925925926
70,0.8275862068965517
71,0.3333333333333333
72,0.6808510638297872
73,0.5333333333333333
74,0.5555555555555556
75,0.6666666666666666
76,0.625
77,0.7000000000000001
78,0.8214285714285715
79,0.8095238095238095
80,0.6666666666666666
81,0.4
82,0.7272727272727272
83,0.6333333333333334
84,0.7301587301587301
85,0.8717948717948718
86,0.3529411764705882
87,0.5957446808510638
88,0.6363636363636364
89,0.56
90,0.7999999999999999
91,0.7142857142857142
92,0.6666666666666667
93,0.8000000000000002
94,0.7272727272727274
95,0.5625000000000001
96,0.6896551724137931
97,0.5957446808510638
98,0.6486486486486486
99,0.5
average,64.88773261347137
